Date,Adj Close,Close,High,Low,Open,Volume
2001/1/2,434.8699951,434.8699951,434.8699951,434.8699951,434.8699951,0
2001/1/3,418.8900146,418.8900146,418.8900146,418.8900146,418.8900146,0
2001/1/4,399.2099915,399.2099915,399.2099915,399.2099915,399.2099915,0
2001/1/5,397.7999878,397.7999878,397.7999878,397.7999878,397.7999878,0
2001/1/8,397.480011,397.480011,397.480011,397.480011,397.480011,0
2001/1/9,405.8200073,405.8200073,405.8200073,405.8200073,405.8200073,0
2001/1/10,400.9899902,400.9899902,400.9899902,400.9899902,400.9899902,0
2001/1/11,393.0899963,393.0899963,393.0899963,393.0899963,393.0899963,0
2001/1/12,397.2000122,397.2000122,397.2000122,397.2000122,397.2000122,0
2001/1/16,403,403,403,403,403,0
2001/1/17,393.7900085,393.7900085,393.7900085,393.7900085,393.7900085,0
2001/1/18,399.0899963,399.0899963,399.0899963,399.0899963,399.0899963,0
2001/1/19,394.5,394.5,394.5,394.5,394.5,0
2001/1/22,402.0100098,402.0100098,402.0100098,402.0100098,402.0100098,0
2001/1/23,402.8999939,402.8999939,402.8999939,402.8999939,402.8999939,0
2001/1/24,400.6799927,400.6799927,400.6799927,400.6799927,400.6799927,0
2001/1/25,410.2399902,410.2399902,410.2399902,410.2399902,410.2399902,0
2001/1/26,409.980011,409.980011,409.980011,409.980011,409.980011,0
2001/1/29,404.269989,404.269989,404.269989,404.269989,404.269989,0
2001/1/30,405,405,405,405,405,0
2001/1/31,406.4299927,406.4299927,406.4299927,406.4299927,406.4299927,0
2001/2/1,410.8200073,410.8200073,410.8200073,410.8200073,410.8200073,0
2001/2/2,412.1600037,412.1600037,412.1600037,412.1600037,412.1600037,0
2001/2/5,413.0400085,413.0400085,413.0400085,413.0400085,413.0400085,0
2001/2/6,412.4299927,412.4299927,412.4299927,412.4299927,412.4299927,0
2001/2/7,410.9500122,410.9500122,410.9500122,410.9500122,410.9500122,0
2001/2/8,411.769989,411.769989,411.769989,411.769989,411.769989,0
2001/2/9,412.8099976,412.8099976,412.8099976,412.8099976,412.8099976,0
2001/2/12,419.2999878,419.2999878,419.2999878,419.2999878,419.2999878,0
2001/2/13,410.2399902,410.2399902,410.2399902,410.2399902,410.2399902,0
2001/2/14,406.6499939,406.6499939,406.6499939,406.6499939,406.6499939,0
2001/2/15,403.2200012,403.2200012,403.2200012,403.2200012,403.2200012,0
2001/2/16,400.7799988,400.7799988,400.7799988,400.7799988,400.7799988,0
2001/2/20,400.4400024,400.4400024,400.4400024,400.4400024,400.4400024,0
2001/2/21,402.4299927,402.4299927,402.4299927,402.4299927,402.4299927,0
2001/2/22,398.9899902,398.9899902,398.9899902,398.9899902,398.9899902,0
2001/2/23,396.9599915,396.9599915,396.9599915,396.9599915,396.9599915,0
2001/2/26,404.3699951,404.3699951,404.3699951,404.3699951,404.3699951,0
2001/2/27,404.5599976,404.5599976,404.5599976,404.5599976,404.5599976,0
2001/2/28,406.8999939,406.8999939,406.8999939,406.8999939,406.8999939,0
2001/3/1,403.980011,403.980011,403.980011,403.980011,403.980011,0
2001/3/2,404.3200073,404.3200073,404.3200073,404.3200073,404.3200073,0
2001/3/5,404.019989,404.019989,404.019989,404.019989,404.019989,0
2001/3/6,397.6499939,397.6499939,397.6499939,397.6499939,397.6499939,0
2001/3/7,388.25,388.25,388.25,388.25,388.25,0
2001/3/8,391.8900146,391.8900146,391.8900146,391.8900146,391.8900146,0
2001/3/9,393.0799866,393.0799866,393.0799866,393.0799866,393.0799866,0
2001/3/12,380.2900085,380.2900085,380.2900085,380.2900085,380.2900085,0
2001/3/13,378.9899902,378.9899902,378.9899902,378.9899902,378.9899902,0
2001/3/14,371.1199951,371.1199951,371.1199951,371.1199951,371.1199951,0
2001/3/15,371.8599854,371.8599854,371.8599854,371.8599854,371.8599854,0
2001/3/16,360.480011,360.480011,360.480011,360.480011,360.480011,0
2001/3/19,366.2600098,366.2600098,366.2600098,366.2600098,366.2600098,0
2001/3/20,360.4599915,360.4599915,360.4599915,360.4599915,360.4599915,0
2001/3/21,348.8599854,348.8599854,348.8599854,348.8599854,348.8599854,0
2001/3/22,345.75,345.75,345.75,345.75,345.75,0
2001/3/23,353.3299866,353.3299866,353.3299866,353.3299866,353.3299866,0
2001/3/26,360.6600037,360.6600037,360.6600037,360.6600037,360.6600037,0
2001/3/27,367.2999878,367.2999878,367.2999878,367.2999878,367.2999878,0
2001/3/28,371.1000061,371.1000061,371.1000061,371.1000061,371.1000061,0
2001/3/29,373.1499939,373.1499939,373.1499939,373.1499939,373.1499939,0
2001/3/30,376.4400024,376.4400024,376.4400024,376.4400024,376.4400024,0
